"site_no","AP","SAMPLE_DATE","CHARACTERISTIC_NAME","RSLT_RESULT_VALUE","RSLT_RESULT_UNIT","LOCATION_WATERBODY_CLASSIFICATION","LOCATION_Y_COORDINATE","LOCATION_X_COORDINATE"
"06-CAYU-15.5","N","2009-07-01","CHLORIDE",10.4,"mg/l","B",42.20284,-76.57341
"06-CAYU-15.5","N","2009-09-09 13:00","CHLORIDE",21.7,"mg/l","B",42.20284,-76.57341
"06-CAYU-15.5","N","2009-04-09 11:00","CHLORIDE",13.5,"mg/l","B",42.20284,-76.57341
"06-CAYU-15.5","N","2009-05-19 11:00","CHLORIDE",13.8,"mg/l","B",42.20284,-76.57341
"06-CAYU-15.5","N","2009-08-18 11:00","CHLORIDE",20.6,"mg/l","B",42.20284,-76.57341
"06-CAYU-15.5","N","2009-10-21","CHLORIDE",19.1,"mg/l","B",42.20284,-76.57341
"06-CAYU-15.5","N","2009-09-29 11:00","CHLORIDE",15.5,"mg/l","B",42.20284,-76.57341
"06-CAYU-15.5","N","2009-07-29 10:00","CHLORIDE",20.8,"mg/l","B",42.20284,-76.57341
"06-CAYU-15.5","N","2009-06-10 10:00","CHLORIDE",18.5,"mg/l","B",42.20284,-76.57341
"06-CAYU-2.1","N","2018-08-08 19:00","CHLORIDE",28,"mg/l","B",42.00389,-76.52361
"06-CAYU-8.5","N","2018-08-08 18:15","CHLORIDE",21.9,"mg/l","B",42.115445,-76.547027
"06-CHAR-9.5","N","2009-06-08 0:45","CHLORIDE",10.5,"mg/l","B",42.46842,-74.88557
"06-CHAR-9.5","N","2009-08-18 11:15","CHLORIDE",10.4,"mg/l","B",42.46842,-74.88557
"06-CHAR-9.5","N","2009-06-29 9:00","CHLORIDE",7.5,"mg/l","B",42.46842,-74.88557
"06-CHAR-9.5","N","2009-09-08 11:35","CHLORIDE",10,"mg/l","B",42.46842,-74.88557
"06-CHAR-9.5","N","2009-04-27","CHLORIDE",10.3,"mg/l","B",42.46842,-74.88557
"06-CHAR-9.5","N","2009-09-28 11:30","CHLORIDE",7.3,"mg/l","B",42.46842,-74.88557
"06-CHAR-9.5","N","2009-10-19 11:30","CHLORIDE",10.7,"mg/l","B",42.46842,-74.88557
"06-CHAR-9.5","N","2009-07-28 9:15","CHLORIDE",9.9,"mg/l","B",42.46842,-74.88557
"06-CHAR-9.5","N","2009-05-19 11:00","CHLORIDE",9.3,"mg/l","B",42.46842,-74.88557
"06-CHAR-9.5","N","2009-04-07 14:00","CHLORIDE",11.3,"mg/l","B",42.46842,-74.88557
"06-CHAS-0.7","N","2018-08-07 14:00","CHLORIDE",29.1,"mg/l","B",42.660369,-74.961192
"06-CHOC-0.5","N","2009-09-28","CHLORIDE",17.8,"mg/l","B",42.08278,-76.06389
"06-CHOC-0.5","N","2009-08-17 11:00","CHLORIDE",17.2,"mg/l","B",42.08278,-76.06389
"06-CHOC-0.5","N","2009-10-19","CHLORIDE",19.6,"mg/l","B",42.08278,-76.06389
"06-CHOC-0.5","N","2009-04-28","CHLORIDE",16.6,"mg/l","B",42.08278,-76.06389
"06-CHOC-0.5","N","2009-07-28 11:00","CHLORIDE",19.2,"mg/l","B",42.08278,-76.06389
"06-CHOC-0.5","N","2009-04-06","CHLORIDE",17.8,"mg/l","B",42.08278,-76.06389
"06-CHOC-0.5","N","2009-05-21","CHLORIDE",12.7,"mg/l","B",42.08278,-76.06389
"06-CHOC-0.5","N","2009-06-09 11:00","CHLORIDE",15.3,"mg/l","B",42.08278,-76.06389
"06-CHOC-0.5","N","2009-06-30","CHLORIDE",14.6,"mg/l","B",42.08278,-76.06389
"06-CHOC-0.5","N","2009-09-08 13:00","CHLORIDE",20.3,"mg/l","B",42.08278,-76.06389
"06-CORL-0.3","N","2018-08-08 18:30","CHLORIDE",4.6,"mg/l","B",42.20574,-75.53603
"06-CSTL-0.9","N","2009-10-19 10:00","CHLORIDE",54.4,"mg/l","B",42.16882,-75.89902
"06-CSTL-0.9","N","2009-04-28 10:00","CHLORIDE",56.2,"mg/l","B",42.16882,-75.89902
"06-CSTL-0.9","N","2009-07-28 10:00","CHLORIDE",82.1,"mg/l","B",42.16882,-75.89902
"06-CSTL-0.9","N","2009-05-21 10:00","CHLORIDE",50.8,"mg/l","B",42.16882,-75.89902
"06-CSTL-0.9","N","2009-06-30 10:00","CHLORIDE",52.4,"mg/l","B",42.16882,-75.89902
"06-CSTL-0.9","N","2009-09-08 10:00","CHLORIDE",63,"mg/l","B",42.16882,-75.89902
"06-CSTL-0.9","N","2009-08-17 10:00","CHLORIDE",63.3,"mg/l","B",42.16882,-75.89902
"06-CSTL-0.9","N","2009-04-07 10:00","CHLORIDE",44.9,"mg/l","B",42.16882,-75.89902
"06-CSTL-0.9","N","2009-09-28 10:00","CHLORIDE",33.7,"mg/l","B",42.16882,-75.89902
"06-CSTL-0.9","N","2009-06-09 10:00","CHLORIDE",51.2,"mg/l","B",42.16882,-75.89902
"06-DILA-5.4","N","2019-10-23 17:00","CHLORIDE",13.7,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2004-08-02 11:00","CHLORIDE",9.15,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2017-08-23 13:00","CHLORIDE",18.3,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2019-04-17 16:00","CHLORIDE",12.1,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2004-06-08 10:00","CHLORIDE",12.8,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2018-06-14 4:00","CHLORIDE",18.2,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2019-08-14 18:00","CHLORIDE",23.5,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2014-05-05 10:00","CHLORIDE",13.3,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2004-07-06 13:00","CHLORIDE",15.9,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2018-04-18 16:00","CHLORIDE",12,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2019-06-10 17:00","CHLORIDE",17.4,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2004-11-01 12:00","CHLORIDE",10.3,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2004-08-31 11:00","CHLORIDE",6.4,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2004-10-13 8:00","CHLORIDE",15,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2014-09-17 10:00","CHLORIDE",19.4,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2018-08-14 14:00","CHLORIDE",24.6,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2018-10-16 17:00","CHLORIDE",11.3,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2017-10-19 14:00","CHLORIDE",26.9,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2018-08-09 13:45","CHLORIDE",21,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2014-10-20 10:00","CHLORIDE",10.1,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2004-04-06 10:00","CHLORIDE",13.4,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2004-05-17 9:00","CHLORIDE",13.2,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2014-04-14 10:20","CHLORIDE",11.7,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2004-04-28 10:00","CHLORIDE",13.8,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2014-07-28 10:00","CHLORIDE",18,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2014-06-09 10:30","CHLORIDE",18.2,"mg/l","B",42.37722,-75.405
"06-DILA-5.4","N","2004-09-20 11:00","CHLORIDE",8.5,"mg/l","B",42.37722,-75.405
"06-DILA-54.7","N","2009-05-18 11:30","CHLORIDE",14,"mg/l","B",42.8821,-75.19292
"06-DILA-54.7","N","2009-04-08 9:00","CHLORIDE",14,"mg/l","B",42.8821,-75.19292
"06-DILA-54.7","N","2009-04-28 11:30","CHLORIDE",17,"mg/l","B",42.8821,-75.19292
"06-DILA-54.7","N","2009-06-08 9:00","CHLORIDE",13.1,"mg/l","B",42.8821,-75.19292
"06-DILA-54.7","N","2009-07-27","CHLORIDE",18.5,"mg/l","B",42.8821,-75.19292
"06-DILA-54.7","N","2009-06-29 0:15","CHLORIDE",12.9,"mg/l","B",42.8821,-75.19292
"06-DILA-54.7","N","2009-09-29 9:00","CHLORIDE",14.2,"mg/l","B",42.8821,-75.19292
"06-DILA-54.7","N","2009-10-20 9:00","CHLORIDE",12.8,"mg/l","B",42.8821,-75.19292
"06-DILA-54.7","N","2009-08-17 8:20","CHLORIDE",16.8,"mg/l","B",42.8821,-75.19292
"06-DILA-54.7","N","2009-09-09 9:00","CHLORIDE",15.5,"mg/l","B",42.8821,-75.19292
"06-DILA_W_T6-1.8","N","2018-08-07 14:30","CHLORIDE",5.5,"mg/l","B",42.901514,-75.24999
"06-EDDY-3.6","N","2018-08-08 14:30","CHLORIDE",11,"mg/l","B",42.41791,-75.584178
"06-ELLS-1.0","N","2018-08-08 20:00","CHLORIDE",18.6,"mg/l","B",42.00833,-76.48083
"06-FIVS-2.2","N","2018-08-08 16:00","CHLORIDE",2.8,"mg/l","B",42.457877,-75.79649
"06-GEEB-2.2","N","2018-08-08 12:30","CHLORIDE",20.1,"mg/l","B",42.50917,-75.91732
"06-GENE-11.2","N","2018-08-08 16:30","CHLORIDE",7.9,"mg/l","B",42.422402,-75.790287
"06-GENE-23.0","N","2018-08-08 14:30","CHLORIDE",2.3,"mg/l","B",42.559585,-75.713318
"06-GREA_T1-0.3","N","2019-07-11 19:30","CHLORIDE",14.5,"mg/l","B",42.522025,-75.406888
"06-GREA_W-1.1","N","2018-08-08 16:15","CHLORIDE",19,"mg/l","B",42.588448,-75.406755
"06-HUNC-1.5","N","2009-05-20","CHLORIDE",4.9,"mg/l","B",42.82639,-75.46944
"06-HUNC-1.5","N","2014-05-05 9:00","CHLORIDE",6.3,"mg/l","B",42.82639,-75.46944
"06-HUNC-1.5","N","2009-04-08 11:00","CHLORIDE",4.9,"mg/l","B",42.82639,-75.46944
"06-HUNC-1.5","N","2009-10-20 11:00","CHLORIDE",5.5,"mg/l","B",42.82639,-75.46944
"06-HUNC-1.5","N","2014-07-28 10:00","CHLORIDE",4.4,"mg/l","B",42.82639,-75.46944
"06-HUNC-1.5","N","2014-06-10 9:00","CHLORIDE",4.1,"mg/l","B",42.82639,-75.46944
"06-HUNC-1.5","N","2009-04-30 11:00","CHLORIDE",4.5,"mg/l","B",42.82639,-75.46944
"06-HUNC-1.5","N","2009-06-29","CHLORIDE",4.9,"mg/l","B",42.82639,-75.46944
"06-HUNC-1.5","N","2009-09-10","CHLORIDE",5.4,"mg/l","B",42.82639,-75.46944
"06-HUNC-1.5","N","2009-07-30 11:00","CHLORIDE",2.6,"mg/l","B",42.82639,-75.46944
"06-HUNC-1.5","N","2009-09-30 11:00","CHLORIDE",3.9,"mg/l","B",42.82639,-75.46944
"06-HUNC-1.5","N","2014-10-20 10:00","CHLORIDE",5.1,"mg/l","B",42.82639,-75.46944
"06-HUNC-1.5","N","2014-04-14 9:00","CHLORIDE",5.4,"mg/l","B",42.82639,-75.46944
"06-HUNC-1.5","N","2009-08-19 13:00","CHLORIDE",5.6,"mg/l","B",42.82639,-75.46944
"06-HUNC-1.5","N","2014-09-15 9:00","CHLORIDE",6.8,"mg/l","B",42.82639,-75.46944
"06-HUNC-1.5","N","2009-06-08 11:00","CHLORIDE",4.7,"mg/l","B",42.82639,-75.46944
"06-JAKC-0.4","N","2018-08-08 15:00","CHLORIDE",10.6,"mg/l","B",42.24386,-76.63246
"06-LCHO-2.0","N","2014-04-14 14:00","CHLORIDE",68.9,"mg/l","B",42.11764,-75.95111
"06-LCHO-2.0","N","2014-07-28 16:00","CHLORIDE",91,"mg/l","B",42.11764,-75.95111
"06-LCHO-2.0","N","2014-09-15 12:00","CHLORIDE",89,"mg/l","B",42.11764,-75.95111
"06-LCHO-2.0","N","2014-05-06 13:00","CHLORIDE",71.2,"mg/l","B",42.11764,-75.95111
"06-LCHO-2.0","N","2014-06-10 15:00","CHLORIDE",88.8,"mg/l","B",42.11764,-75.95111
"06-LCHO-2.0","N","2014-10-20 13:00","CHLORIDE",74.1,"mg/l","B",42.11764,-75.95111
"06-LYON-0.3","N","2018-08-08 15:00","CHLORIDE",6.7,"mg/l","B",42.462915,-75.547991
"06-MDUF-2.7","N","2018-08-08 15:45","CHLORIDE",16.7,"mg/l","B",42.253636,-76.58393
"06-MICI-3.7","N","2018-08-08 16:30","CHLORIDE",6.5,"mg/l","B",42.27917,-76.4911
"06-MUDO-1.3","N","2018-08-08 13:30","CHLORIDE",11.1,"mg/l","B",42.6,-75.87832
"06-NANG-0.7","N","2006-09-12 11:00","CHLORIDE",23.9,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2015-06-24 11:00","CHLORIDE",25,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2008-07-15 11:00","CHLORIDE",28.9,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2001-09-13 12:00","CHLORIDE",51.5,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2008-09-03 11:00","CHLORIDE",36.6,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2001-06-28 11:00","CHLORIDE",15.3,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2015-04-29 12:00","CHLORIDE",26,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2010-04-14 12:00","CHLORIDE",25.3,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2003-06-24 11:00","CHLORIDE",16,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2003-05-14 12:00","CHLORIDE",15.3,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2002-05-16 11:00","CHLORIDE",9.54,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2005-05-11 11:00","CHLORIDE",23.3,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2002-08-07 10:00","CHLORIDE",44.3,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2003-08-20 10:00","CHLORIDE",21.1,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2011-10-25 13:00","CHLORIDE",20.2,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2013-05-29 12:00","CHLORIDE",19.2,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2004-07-08 10:00","CHLORIDE",32.4,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2006-06-21 12:00","CHLORIDE",25.1,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2004-08-03 10:00","CHLORIDE",14,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2010-06-09 12:00","CHLORIDE",20.8,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2002-09-18 13:00","CHLORIDE",29.4,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2008-06-24 12:00","CHLORIDE",31.9,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2005-06-21 13:00","CHLORIDE",22.3,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2009-05-21 11:00","CHLORIDE",24.1,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2004-04-27 11:00","CHLORIDE",17,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2009-10-19 11:00","CHLORIDE",21.2,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2009-06-30 11:00","CHLORIDE",22.4,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2005-04-20","CHLORIDE",27,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2012-05-24 13:00","CHLORIDE",20.7,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2002-10-29 13:00","CHLORIDE",14.4,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2010-05-12 13:00","CHLORIDE",22.7,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2013-10-09 12:00","CHLORIDE",14.8,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2008-10-23 11:00","CHLORIDE",42.8,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2007-09-17 12:00","CHLORIDE",35,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2003-09-17 12:00","CHLORIDE",22.7,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2009-09-28 11:00","CHLORIDE",24.6,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2004-05-18 10:00","CHLORIDE",17.1,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2007-05-16 13:10","CHLORIDE",24.2,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2006-05-10 11:00","CHLORIDE",25.2,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2012-06-14 13:00","CHLORIDE",16.6,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2003-04-22 12:00","CHLORIDE",28.4,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2007-07-23 12:00","CHLORIDE",30,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2011-09-27 13:00","CHLORIDE",20.2,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2008-05-15 11:00","CHLORIDE",30.2,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2001-08-01 10:00","CHLORIDE",38.1,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2005-07-26 12:00","CHLORIDE",32.4,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2005-11-02 12:00","CHLORIDE",69.7,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2002-06-26 11:00","CHLORIDE",20.9,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2010-10-19 12:00","CHLORIDE",15.5,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2014-04-14 13:00","CHLORIDE",17.9,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2001-04-26 11:00","CHLORIDE",19.5,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2009-04-28 11:00","CHLORIDE",26.9,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2016-08-09 12:00","CHLORIDE",39.1,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2006-07-18 11:00","CHLORIDE",20.8,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2014-07-28 15:00","CHLORIDE",33.8,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2011-04-26 12:00","CHLORIDE",12.5,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2004-10-12 15:00","CHLORIDE",29.8,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2006-10-24 12:00","CHLORIDE",11.2,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2008-04-23 12:00","CHLORIDE",26.8,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2001-05-23 11:00","CHLORIDE",37.4,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2013-07-02 11:00","CHLORIDE",8.4,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2010-08-09 13:00","CHLORIDE",36.4,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2012-09-06 13:00","CHLORIDE",41.8,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2015-08-11 14:00","CHLORIDE",43.2,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2009-09-08 11:00","CHLORIDE",24.9,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2010-09-28 12:00","CHLORIDE",43.7,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2013-09-17 12:00","CHLORIDE",19.5,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2012-10-16 13:00","CHLORIDE",33.7,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2011-06-01 12:00","CHLORIDE",19.4,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2013-04-16 12:00","CHLORIDE",16.2,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2014-10-20 14:00","CHLORIDE",17.8,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2011-08-09 12:00","CHLORIDE",37.5,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2005-09-13 13:00","CHLORIDE",40.4,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2003-10-29 12:00","CHLORIDE",9.88,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2004-09-20 10:00","CHLORIDE",9.75,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2006-04-18 11:00","CHLORIDE",22.8,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2016-10-05 13:00","CHLORIDE",46.2,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2012-07-05 13:00","CHLORIDE",36,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2002-04-23 10:00","CHLORIDE",20.5,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2014-06-10 13:00","CHLORIDE",26.6,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2016-06-21 13:00","CHLORIDE",37.1,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2013-05-07 12:00","CHLORIDE",27.7,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2016-04-27 12:00","CHLORIDE",26.8,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2007-10-29 12:00","CHLORIDE",14,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2012-04-17 12:00","CHLORIDE",26.4,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2015-10-07 12:00","CHLORIDE",40,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2011-07-06 12:00","CHLORIDE",27.8,"mg/l","B",42.10306,-75.915
"06-NANG-0.7","N","2001-10-31 11:00","CHLORIDE",41.5,"mg/l","B",42.10306,-75.915
"06-NANG-48.1","N","2014-10-20 11:00","CHLORIDE",14.5,"mg/l","B",42.553475,-75.523174
"06-NANG-48.1","N","2014-09-15 10:00","CHLORIDE",24.6,"mg/l","B",42.553475,-75.523174
"06-NANG-48.1","N","2014-04-14 10:00","CHLORIDE",14.9,"mg/l","B",42.553475,-75.523174
"06-NANG-48.1","N","2014-07-28 11:00","CHLORIDE",21.9,"mg/l","B",42.553475,-75.523174
"06-NANG-48.1","N","2014-05-05 11:00","CHLORIDE",17.7,"mg/l","B",42.553475,-75.523174
"06-NANG-48.1","N","2014-06-10 10:00","CHLORIDE",21.2,"mg/l","B",42.553475,-75.523174
"06-NANG_T26-1.3","N","2018-08-08 17:30","CHLORIDE",11.7,"mg/l","B",42.335531,-75.77861
"06-NANG_T65_2-0.1","N","2019-07-11 15:40","CHLORIDE",0.25,"mg/l","B",42.655254,-75.462235
"06-NANG_W-0.3","N","2009-06-08 9:00","CHLORIDE",74.3,"mg/l","B",42.884058,-75.638408
"06-NANG_W-0.3","N","2009-05-20 10:00","CHLORIDE",69.1,"mg/l","B",42.884058,-75.638408
"06-NANG_W-0.3","N","2004-11-01 10:00","CHLORIDE",29.1,"mg/l","B",42.884058,-75.638408
"06-NANG_W-0.3","N","2009-09-30 9:00","CHLORIDE",60.2,"mg/l","B",42.884058,-75.638408
"06-NANG_W-0.3","N","2004-08-04 9:00","CHLORIDE",38.8,"mg/l","B",42.884058,-75.638408
"06-NANG_W-0.3","N","2009-10-20 9:00","CHLORIDE",76.6,"mg/l","B",42.884058,-75.638408
"06-NANG_W-0.3","N","2009-08-19 9:00","CHLORIDE",51.7,"mg/l","B",42.884058,-75.638408
"06-NANG_W-0.3","N","2009-06-29 10:00","CHLORIDE",51.4,"mg/l","B",42.884058,-75.638408
"06-NANG_W-0.3","N","2009-04-08 9:00","CHLORIDE",40,"mg/l","B",42.884058,-75.638408
"06-NANG_W-0.3","N","2004-06-08 10:00","CHLORIDE",50.4,"mg/l","B",42.884058,-75.638408
"06-NANG_W-0.3","N","2004-10-12 10:00","CHLORIDE",48.4,"mg/l","B",42.884058,-75.638408
"06-NANG_W-0.3","N","2009-04-30 9:00","CHLORIDE",72.7,"mg/l","B",42.884058,-75.638408
"06-NANG_W-0.3","N","2009-09-10 10:00","CHLORIDE",128,"mg/l","B",42.884058,-75.638408
"06-NANG_W-0.3","N","2004-08-31 9:00","CHLORIDE",19,"mg/l","B",42.884058,-75.638408
"06-NANG_W-0.3","N","2009-07-30 9:00","CHLORIDE",63.3,"mg/l","B",42.884058,-75.638408
"06-NANG_W-0.3","N","2018-08-07 15:50","CHLORIDE",141,"mg/l","B",42.884058,-75.638408
"06-NANG_W-0.3","N","2004-04-08 10:00","CHLORIDE",44.5,"mg/l","B",42.884058,-75.638408
"06-NANG_W-0.3","N","2004-09-22 10:00","CHLORIDE",31.3,"mg/l","B",42.884058,-75.638408
"06-NANG_W-0.3","N","2004-05-20 10:00","CHLORIDE",48.1,"mg/l","B",42.884058,-75.638408
"06-NANG_W-0.3","N","2004-04-28 10:00","CHLORIDE",43.4,"mg/l","B",42.884058,-75.638408
"06-NANG_W-0.3","N","2004-07-07 10:00","CHLORIDE",86.4,"mg/l","B",42.884058,-75.638408
"06-NANT-0.8","N","2004-09-21 13:00","CHLORIDE",11.4,"mg/l","B",42.0925,-76.08972
"06-NANT-0.8","N","2014-07-29 13:00","CHLORIDE",54.9,"mg/l","B",42.0925,-76.08972
"06-NANT-0.8","N","2004-05-19 13:00","CHLORIDE",16.6,"mg/l","B",42.0925,-76.08972
"06-NANT-0.8","N","2014-05-06 11:00","CHLORIDE",26.7,"mg/l","B",42.0925,-76.08972
"06-NANT-0.8","N","2004-11-03 12:00","CHLORIDE",21.8,"mg/l","B",42.0925,-76.08972
"06-NANT-0.8","N","2004-08-02 13:00","CHLORIDE",11.4,"mg/l","B",42.0925,-76.08972
"06-NANT-0.8","N","2004-09-01 12:00","CHLORIDE",10.3,"mg/l","B",42.0925,-76.08972
"06-NANT-0.8","N","2014-10-22 13:00","CHLORIDE",38.7,"mg/l","B",42.0925,-76.08972
"06-NANT-0.8","N","2014-06-11 13:00","CHLORIDE",44.5,"mg/l","B",42.0925,-76.08972
"06-NANT-0.8","N","2004-04-26 13:00","CHLORIDE",20,"mg/l","B",42.0925,-76.08972
"06-NANT-0.8","N","2004-10-12 14:00","CHLORIDE",38.7,"mg/l","B",42.0925,-76.08972
"06-NANT-0.8","N","2004-04-05 13:00","CHLORIDE",28.5,"mg/l","B",42.0925,-76.08972
"06-NANT-0.8","N","2004-06-07 14:00","CHLORIDE",23.5,"mg/l","B",42.0925,-76.08972
"06-NANT-0.8","N","2014-04-17 12:00","CHLORIDE",23.5,"mg/l","B",42.0925,-76.08972
"06-NANT-0.8","N","2004-07-08 9:00","CHLORIDE",50.9,"mg/l","B",42.0925,-76.08972
"06-NANT-0.8","N","2014-09-15 14:00","CHLORIDE",49.8,"mg/l","B",42.0925,-76.08972
"06-NVUS-0.9","N","2004-10-13 11:00","CHLORIDE",22.7,"mg/l","B",42.48556,-74.96944
"06-NVUS-0.9","N","2004-06-08 9:00","CHLORIDE",17.1,"mg/l","B",42.48556,-74.96944
"06-NVUS-0.9","N","2004-04-28 12:00","CHLORIDE",20.5,"mg/l","B",42.48556,-74.96944
"06-NVUS-0.9","N","2014-04-14 14:20","CHLORIDE",13.7,"mg/l","B",42.48556,-74.96944
"06-NVUS-0.9","N","2004-05-17 11:00","CHLORIDE",19.9,"mg/l","B",42.48556,-74.96944
