"LAKE_WATERBODY_NAME","SAMPLE_DATE","SAMPLE_TIME","INFORMATION_TYPE","CHARACTERISTIC_NAME","RSLT_RESULT_SAMPLE_FRACTION","RSLT_RESULT_UNIT","RSLT_RESULT_VALUE"
"SHAVER POND",2000-09-20,"2000-09-20 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",40
"SHAVER POND",2000-09-20,"2000-09-20 00:00:00","Open Water","TEMPERATURE",NA,"deg C",21
"SHAVER POND",2000-09-20,"2000-09-20 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",16
"SHAVER POND",2000-09-20,"2000-09-20 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",5.18
"SHAVER POND",2000-10-25,"2000-10-25 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,3.801894e-08
"SHAVER POND",2000-10-25,"2000-10-25 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",1.22
"SHAVER POND",2000-10-25,"2000-10-25 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",2000-10-25,"2000-10-25 00:00:00","Open Water","PH",NA,"pH units",7.42
"SHAVER POND",2000-10-25,"2000-10-25 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.013
"SHAVER POND",2000-10-25,"2000-10-25 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",41
"SHAVER POND",2000-10-25,"2000-10-25 00:00:00","Open Water","TEMPERATURE",NA,"deg C",12
"SHAVER POND",2000-10-25,"2000-10-25 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",12
"SHAVER POND",2000-10-25,"2000-10-25 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",3.9
"SHAVER POND",2001-07-18,"2001-07-18 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,1.62181e-07
"SHAVER POND",2001-07-18,"2001-07-18 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",3.16
"SHAVER POND",2001-07-18,"2001-07-18 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",2001-07-18,"2001-07-18 00:00:00","Open Water","PH",NA,"pH units",6.79
"SHAVER POND",2001-07-18,"2001-07-18 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.00674
"SHAVER POND",2001-07-18,"2001-07-18 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",39
"SHAVER POND",2001-07-18,"2001-07-18 00:00:00","Open Water","TEMPERATURE",NA,"deg C",22.22222
"SHAVER POND",2001-07-18,"2001-07-18 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",8
"SHAVER POND",2001-07-18,"2001-07-18 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",5.75
"SHAVER POND",2001-08-06,"2001-08-06 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,3.019952e-07
"SHAVER POND",2001-08-06,"2001-08-06 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",1.12
"SHAVER POND",2001-08-06,"2001-08-06 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",2001-08-06,"2001-08-06 00:00:00","Open Water","PH",NA,"pH units",6.52
"SHAVER POND",2001-08-06,"2001-08-06 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.00429
"SHAVER POND",2001-08-06,"2001-08-06 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",40
"SHAVER POND",2001-08-06,"2001-08-06 00:00:00","Open Water","TEMPERATURE",NA,"deg C",25.55556
"SHAVER POND",2001-08-06,"2001-08-06 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",8
"SHAVER POND",2001-08-06,"2001-08-06 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",6.5
"SHAVER POND",2001-08-15,"2001-08-15 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,1.548817e-07
"SHAVER POND",2001-08-15,"2001-08-15 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",1.02
"SHAVER POND",2001-08-15,"2001-08-15 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",2001-08-15,"2001-08-15 00:00:00","Open Water","PH",NA,"pH units",6.81
"SHAVER POND",2001-08-15,"2001-08-15 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.00335
"SHAVER POND",2001-08-15,"2001-08-15 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",41
"SHAVER POND",2001-08-15,"2001-08-15 00:00:00","Open Water","TEMPERATURE",NA,"deg C",24.44444
"SHAVER POND",2001-08-15,"2001-08-15 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",6
"SHAVER POND",2001-08-15,"2001-08-15 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",6.605691
"SHAVER POND",2001-08-28,"2001-08-28 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,7.413102e-08
"SHAVER POND",2001-08-28,"2001-08-28 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",1.17
"SHAVER POND",2001-08-28,"2001-08-28 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",2001-08-28,"2001-08-28 00:00:00","Open Water","PH",NA,"pH units",7.13
"SHAVER POND",2001-08-28,"2001-08-28 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.01297
"SHAVER POND",2001-08-28,"2001-08-28 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",43
"SHAVER POND",2001-08-28,"2001-08-28 00:00:00","Open Water","TEMPERATURE",NA,"deg C",25
"SHAVER POND",2001-08-28,"2001-08-28 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",6
"SHAVER POND",2001-08-28,"2001-08-28 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",4.573171
"SHAVER POND",2001-10-25,"2001-10-25 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,6.16595e-08
"SHAVER POND",2001-10-25,"2001-10-25 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",1.12035
"SHAVER POND",2001-10-25,"2001-10-25 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",2001-10-25,"2001-10-25 00:00:00","Open Water","PH",NA,"pH units",7.21
"SHAVER POND",2001-10-25,"2001-10-25 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.00868
"SHAVER POND",2001-10-25,"2001-10-25 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",42
"SHAVER POND",2001-10-25,"2001-10-25 00:00:00","Open Water","TEMPERATURE",NA,"deg C",10
"SHAVER POND",2001-10-25,"2001-10-25 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",11
"SHAVER POND",2003-07-30,"2003-07-30 00:00:00","Bottom Sample","NITROGEN, AMMONIA (AS N)","TOTAL","mg/L",0.005
"SHAVER POND",2003-07-30,"2003-07-30 00:00:00","Bottom Sample","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.0155
"SHAVER POND",2003-07-30,"2003-07-30 00:00:00","Bottom Sample","NITROGEN, TOTAL","TOTAL","mg/L",0.2661
"SHAVER POND",2003-07-30,"2003-07-30 00:00:00","Bottom Sample","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.01
"SHAVER POND",2003-07-30,"2003-07-30 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,7.943282e-08
"SHAVER POND",2003-07-30,"2003-07-30 00:00:00","Open Water","CALCIUM","TOTAL","mg/L",4.8
"SHAVER POND",2003-07-30,"2003-07-30 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",1.3
"SHAVER POND",2003-07-30,"2003-07-30 00:00:00","Open Water","NITROGEN, AMMONIA (AS N)","TOTAL","mg/L",0.015
"SHAVER POND",2003-07-30,"2003-07-30 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.0875
"SHAVER POND",2003-07-30,"2003-07-30 00:00:00","Open Water","NITROGEN, TOTAL","TOTAL","mg/L",0.2634
"SHAVER POND",2003-07-30,"2003-07-30 00:00:00","Open Water","PH",NA,"pH units",7.1
"SHAVER POND",2003-07-30,"2003-07-30 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0047
"SHAVER POND",2003-07-30,"2003-07-30 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",40.8
"SHAVER POND",2003-07-30,"2003-07-30 00:00:00","Open Water","TEMPERATURE",NA,"deg C",25.6
"SHAVER POND",2003-07-30,"2003-07-30 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",14
"SHAVER POND",2003-07-30,"2003-07-30 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",5.15
"SHAVER POND",2003-08-14,"2003-08-14 00:00:00","Bottom Sample","NITROGEN, AMMONIA (AS N)","TOTAL","mg/L",0.3764
"SHAVER POND",2003-08-14,"2003-08-14 00:00:00","Bottom Sample","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.005
"SHAVER POND",2003-08-14,"2003-08-14 00:00:00","Bottom Sample","NITROGEN, TOTAL","TOTAL","mg/L",0.5096
"SHAVER POND",2003-08-14,"2003-08-14 00:00:00","Bottom Sample","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0319
"SHAVER POND",2003-08-14,"2003-08-14 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,6.91831e-08
"SHAVER POND",2003-08-14,"2003-08-14 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",0.6
"SHAVER POND",2003-08-14,"2003-08-14 00:00:00","Open Water","NITROGEN, AMMONIA (AS N)","TOTAL","mg/L",0.0133
"SHAVER POND",2003-08-14,"2003-08-14 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.005
"SHAVER POND",2003-08-14,"2003-08-14 00:00:00","Open Water","NITROGEN, TOTAL","TOTAL","mg/L",0.2218
"SHAVER POND",2003-08-14,"2003-08-14 00:00:00","Open Water","PH",NA,"pH units",7.16
"SHAVER POND",2003-08-14,"2003-08-14 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0043
"SHAVER POND",2003-08-14,"2003-08-14 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",39.2
"SHAVER POND",2003-08-14,"2003-08-14 00:00:00","Open Water","TEMPERATURE",NA,"deg C",25
"SHAVER POND",2003-08-14,"2003-08-14 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",1.5
"SHAVER POND",2003-08-14,"2003-08-14 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",5.0375
"SHAVER POND",2003-09-01,"2003-09-01 00:00:00","Bottom Sample","NITROGEN, AMMONIA (AS N)","TOTAL","mg/L",0.2939
"SHAVER POND",2003-09-01,"2003-09-01 00:00:00","Bottom Sample","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.005
"SHAVER POND",2003-09-01,"2003-09-01 00:00:00","Bottom Sample","NITROGEN, TOTAL","TOTAL","mg/L",0.2171
"SHAVER POND",2003-09-01,"2003-09-01 00:00:00","Bottom Sample","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0074
"SHAVER POND",2003-09-01,"2003-09-01 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",1.2
"SHAVER POND",2003-09-01,"2003-09-01 00:00:00","Open Water","NITROGEN, AMMONIA (AS N)","TOTAL","mg/L",0.0117
"SHAVER POND",2003-09-01,"2003-09-01 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.005
"SHAVER POND",2003-09-01,"2003-09-01 00:00:00","Open Water","NITROGEN, TOTAL","TOTAL","mg/L",0.2422
"SHAVER POND",2003-09-01,"2003-09-01 00:00:00","Open Water","PH",NA,"pH units",6.99
"SHAVER POND",2003-09-01,"2003-09-01 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0094
"SHAVER POND",2003-09-01,"2003-09-01 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",41
"SHAVER POND",2003-09-01,"2003-09-01 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",14
"SHAVER POND",2003-09-09,"2003-09-09 00:00:00","Bottom Sample","NITROGEN, AMMONIA (AS N)","TOTAL","mg/L",0.4797
"SHAVER POND",2003-09-09,"2003-09-09 00:00:00","Bottom Sample","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.0278
"SHAVER POND",2003-09-09,"2003-09-09 00:00:00","Bottom Sample","NITROGEN, TOTAL","TOTAL","mg/L",1.0185
"SHAVER POND",2003-09-09,"2003-09-09 00:00:00","Bottom Sample","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0388
"SHAVER POND",2003-09-09,"2003-09-09 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,1.023293e-07
"SHAVER POND",2003-09-09,"2003-09-09 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",0.5
"SHAVER POND",2003-09-09,"2003-09-09 00:00:00","Open Water","NITROGEN, AMMONIA (AS N)","TOTAL","mg/L",0.0225
"SHAVER POND",2003-09-09,"2003-09-09 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.0278
"SHAVER POND",2003-09-09,"2003-09-09 00:00:00","Open Water","NITROGEN, TOTAL","TOTAL","mg/L",0.7577
"SHAVER POND",2003-09-09,"2003-09-09 00:00:00","Open Water","PH",NA,"pH units",7.02
"SHAVER POND",2003-09-09,"2003-09-09 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0087
"SHAVER POND",2003-09-09,"2003-09-09 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",44.7
"SHAVER POND",2003-09-09,"2003-09-09 00:00:00","Open Water","TEMPERATURE",NA,"deg C",22.2
"SHAVER POND",2003-09-09,"2003-09-09 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",16
"SHAVER POND",2003-09-09,"2003-09-09 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",6.6
"SHAVER POND",2003-09-24,"2003-09-24 00:00:00","Bottom Sample","NITROGEN, AMMONIA (AS N)","TOTAL","mg/L",0.3437
"SHAVER POND",2003-09-24,"2003-09-24 00:00:00","Bottom Sample","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.0392
"SHAVER POND",2003-09-24,"2003-09-24 00:00:00","Bottom Sample","NITROGEN, TOTAL","TOTAL","mg/L",1.4938
"SHAVER POND",2003-09-24,"2003-09-24 00:00:00","Bottom Sample","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0229
"SHAVER POND",2003-09-24,"2003-09-24 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,9.549926e-08
"SHAVER POND",2003-09-24,"2003-09-24 00:00:00","Open Water","CALCIUM","TOTAL","mg/L",4.7
"SHAVER POND",2003-09-24,"2003-09-24 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",2.4
"SHAVER POND",2003-09-24,"2003-09-24 00:00:00","Open Water","NITROGEN, AMMONIA (AS N)","TOTAL","mg/L",0.005
"SHAVER POND",2003-09-24,"2003-09-24 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.0325
"SHAVER POND",2003-09-24,"2003-09-24 00:00:00","Open Water","NITROGEN, TOTAL","TOTAL","mg/L",0.1635
"SHAVER POND",2003-09-24,"2003-09-24 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0057
"SHAVER POND",2003-09-24,"2003-09-24 00:00:00","Open Water","TEMPERATURE",NA,"deg C",22.2
"SHAVER POND",2003-09-24,"2003-09-24 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",5.1
"SHAVER POND",2003-10-08,"2003-10-08 00:00:00","Bottom Sample","NITROGEN, AMMONIA (AS N)","TOTAL","mg/L",0.005
"SHAVER POND",2003-10-08,"2003-10-08 00:00:00","Bottom Sample","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.005
"SHAVER POND",2003-10-08,"2003-10-08 00:00:00","Bottom Sample","NITROGEN, TOTAL","TOTAL","mg/L",0.0749
"SHAVER POND",2003-10-08,"2003-10-08 00:00:00","Bottom Sample","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0147
"SHAVER POND",2003-10-08,"2003-10-08 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",2.3
"SHAVER POND",2003-10-08,"2003-10-08 00:00:00","Open Water","NITROGEN, AMMONIA (AS N)","TOTAL","mg/L",0.005
"SHAVER POND",2003-10-08,"2003-10-08 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.005
"SHAVER POND",2003-10-08,"2003-10-08 00:00:00","Open Water","NITROGEN, TOTAL","TOTAL","mg/L",0.1192
"SHAVER POND",2003-10-08,"2003-10-08 00:00:00","Open Water","PH",NA,"pH units",7.13
"SHAVER POND",2003-10-08,"2003-10-08 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0077
"SHAVER POND",2003-10-08,"2003-10-08 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",41.8
"SHAVER POND",2003-10-08,"2003-10-08 00:00:00","Open Water","TEMPERATURE",NA,"deg C",19
"SHAVER POND",2003-10-08,"2003-10-08 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",17
"SHAVER POND",2003-10-08,"2003-10-08 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",4.1
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Bottom Sample","ALKALINITY, TOTAL (AS CACO3)","TOTAL","mg/L",10.7
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Bottom Sample","CALCIUM","TOTAL","mg/L",5.16
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Bottom Sample","CARBON, TOTAL ORGANIC","TOTAL","mg/L",3.1
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Bottom Sample","IRON","TOTAL","ug/L",430
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Bottom Sample","MAGNESIUM","TOTAL","ug/L",885
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Bottom Sample","MANGANESE","TOTAL","ug/L",343
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Bottom Sample","NITROGEN, AMMONIA (AS N)","TOTAL","mg/L",0.037
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Bottom Sample","NITROGEN, KJELDAHL, TOTAL","TOTAL","mg/L",0.22
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Bottom Sample","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.131
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Bottom Sample","PHOSPHORUS, DISSOLVED","DISSOLVED","mg/L",0.0578
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Bottom Sample","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0105
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Bottom Sample","POTASSIUM","TOTAL","ug/L",483
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Bottom Sample","SILICA","TOTAL","mg/L",3.54
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Bottom Sample","SODIUM","TOTAL","ug/L",1460
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Bottom Sample","SULFATE (AS SO4)","TOTAL","mg/L",5.3
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Bottom Sample","TRUE COLOR","TOTAL","color units",19
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Open Water","ALKALINITY, TOTAL (AS CACO3)","TOTAL","mg/L",8.1
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Open Water","CALCIUM","TOTAL","mg/L",4.44
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Open Water","CARBON, TOTAL ORGANIC","TOTAL","mg/L",5.2
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",6.4
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Open Water","IRON","TOTAL","ug/L",218
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Open Water","MAGNESIUM","TOTAL","ug/L",803
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Open Water","MANGANESE","TOTAL","ug/L",22.7
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Open Water","NITROGEN, AMMONIA (AS N)","TOTAL","mg/L",0.017
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Open Water","NITROGEN, KJELDAHL, TOTAL","TOTAL","mg/L",0.27
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.301
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Open Water","PHOSPHORUS, DISSOLVED","DISSOLVED","mg/L",0.0666
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0141
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Open Water","POTASSIUM","TOTAL","ug/L",547
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Open Water","SILICA","TOTAL","mg/L",2.25
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Open Water","SODIUM","TOTAL","ug/L",1340
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Open Water","SULFATE (AS SO4)","TOTAL","mg/L",4.6
"SHAVER POND",2011-10-18,"2011-10-18 11:35:00","Open Water","TRUE COLOR","TOTAL","color units",26
